read_header_duration|read_duration|decode_duration|cache_read_duration|randao_lock_2_duration|simulation_duration|redis_update_duration|submission_duration|optimistic_submission
59|0|98194|558|46281|73348|36255|254666|f
56|0|100582|453|3005|72149|11828|188061|f
58|0|98361|386|2564|110601|12955|224886|f
60|0|193330|551|3114|7|57751|254778|t
45|0|99315|374|2606|92192|12233|206742|f
57|0|150456|343|2149|17|12867|165859|t
81|0|169621|375|3198|25|28434|201674|t
54|0|98334|13054|2802|77525|12028|203789|f
65|0|211532|396|2389|14|12969|227329|t
58|0|168569|371|2610|12|64657|236242|t
93|0|182978|597|2528|45|12768|198939|t
3386|0|177130|391|2694|16|11504|191758|t
61|0|238796|263|2945|11|10874|252913|t
59|0|104537|386|2823|66833|34914|209515|f
71|0|103875|460|2503|62903|13523|183291|f
50|0|334702|306|2377|14|346107|683524|t
62|0|2451|201216|3057|10|6961|213896|t
71|0|5288|369|4413|15|9112|19219|t
14013|0|18981|385|2296|13|6178|27872|t
41|0|2583|437|2325|8|6526|11902|t
60|0|7566|347|2781|14|5607|16338|t
72|0|78018|400|2833|6|6401|87679|t
101|0|12075|372|2391|19|6283|21158|t
80|0|10212|420|2866|27|6089|19639|t
47|0|8345|397|2272|15|6516|17565|t
73|0|9888|466|3358|15|6469|20217|t
57|0|38645|544|2812|17|7117|49157|t
71|0|12313|383|2544|14|5989|21272|t
55|0|108227|448|2936|10|6402|118051|t
93|0|87123|337|2563|18|7123|97211|t
73|0|107342|411|2976|7|7479|118247|t
66|0|83399|404|2328|13|6961|93130|t
70|0|108301|416|2466|12|6658|117872|t
54|0|84838|394|2833|6|7494|95589|t
60|0|110008|407|2529|18|7234|120221|t
130|0|86138|424|2721|10|8490|97803|t
60|0|111543|377|2396|15|8219|122574|t
56|0|109628|405|2580|15|6815|119463|t
62|0|85174|351|2729|19|7581|95872|t
52|0|112045|494|3149|15|9719|125447|t
56|0|86313|466|3234|31|7952|98020|t
64|0|111070|383|2836|18|12016|126342|t
71|0|130647|409|2475|19|11422|144993|t
80|0|175495|324|2733|15|9648|188232|t
96|0|171869|410|2360|26|10643|185331|t
62|0|210083|762|2691|18|101768|315347|t
106|0|198753|652|5508|12|196075|401057|t
75|0|199736|496|6023|9|111122|317412|t
46|0|123485|370|2548|14|10691|137131|t
72|0|180010|364|22060|31|13251|215742|t
332|0|131574|570|2806|22|13522|148517|t
84|0|105666|351|4297|95875|9516|215745|f
45|0|38473|326|3252|63237|15827|121137|f
62|0|102596|425|2300|60977|12367|178701|f
58|0|121150|440|2747|15|12214|136589|t
56|0|202920|386|2755|13|11827|217925|t
62|0|103933|341|73042|97426|17143|291906|f
52|0|109362|558|3381|64810|31245|209378|f
58|0|126969|397|2792|8|15800|145990|t
57|0|174303|386|2493|14|35079|212298|t
39|0|173390|5280|2952|9|403454|585102|t
65|0|174680|269|2736|24|700535|878264|t
64|0|104607|23980|2883|195159|703436|1030120|f
40|0|104246|159595|5839|114266|603058|987120|f
100|0|102141|100383|99658|102541|706405|1111152|f
79|0|100486|98467|99230|202772|610648|1111623|f
776|0|98050|5312|4250|194236|703526|1005395|f
47|0|102855|1897|94187|12|711643|910618|t
52|0|91162|5395|92645|14|611041|800278|t
56|0|103974|4687|93068|99418|798282|1099453|f
74|0|103915|5901|100797|89478|815459|1115572|f
55|0|201111|1460|93613|12|510359|806576|t
64|0|103260|2160|95989|198626|603344|1003412|f
7101|0|35934|387|2467|21|5485|44314|t
7331|0|36130|366|2295|7|5228|44067|t
64|0|7756|407|3242|16|4945|16387|t
6717|0|49970|399|2577|16|5874|58862|t
48|0|2073|444|3235|16|5358|11147|t
7403|0|50674|376|2198|10|4761|58037|t
7054|0|57126|325|2667|13|4801|64953|t
74|0|9483|383|2265|14|5297|17465|t
7111|0|57941|338|2596|17|5339|66253|t
7580|0|64933|392|2563|14|5238|73161|t
7705|0|104881|356|2487|17|6031|113791|t
14812|0|21554|400|2419|15|6567|30976|t
7604|0|104933|335|2597|16|6022|113930|t
94|0|11538|520|2835|32|4973|19950|t
7903|0|79883|389|2270|14|6307|88882|t
3299|0|37684|477|2484|13|6241|46920|t
79|0|14025|425|2580|8|5546|22612|t
7304|0|110032|380|2530|16|5953|118935|t
45|0|11689|430|2208|20|6525|20893|t
6839|0|83453|369|2471|16|6258|92585|t
3521|0|51379|400|2503|15|5717|60042|t
76|0|11472|447|2797|37|7083|21863|t
5857|0|90413|440|2361|27|6691|99956|t
66|0|9855|405|2499|15|7109|19914|t
6371|0|96596|437|2513|33|7649|107255|t
6061|0|101545|449|2836|25|10306|115182|t
61|0|14000|440|3608|19|8263|26366|t
4128|0|61844|371|3896|22|5882|72035|t
47|0|13944|413|2258|23|6981|23649|t
3855|0|80055|346|2404|19|6667|89510|t
43|0|20201|566|2232|9|8068|31098|t
5215|0|80684|597|3087|8|94786|179184|t
67|0|100318|680|5983|11|8232|115249|t
94|0|81426|393|2502|39387|8239|131992|f
3419|0|73508|324|2767|13|7891|84524|t
49|0|83323|423|2332|51245|7754|145106|f
89|0|82551|399|2341|44813|8229|138353|f
54|0|95527|355|2520|7|7439|105875|t
5269|0|154882|392|2497|30|8014|165834|t
3377|0|68966|234|2870|7|6742|78837|t
4577|0|80713|428|2561|19|6915|90674|t
43|0|15732|419|2429|7|6920|25549|t
3119|0|62859|348|2355|13|6874|72471|t
57|0|107228|453|3148|12|101486|212352|t
90|0|99721|439|2792|7|12790|115768|t
2743|0|74820|508|3241|9|7475|86076|t
40|0|93110|412|2740|17|6783|103082|t
3229|0|64687|401|2352|16|7911|75390|t
52|0|87705|410|2921|14|9024|100096|t
3010|0|67858|359|2460|13|8009|78715|t
71|0|80319|393|2545|39023|7588|129889|f
81|0|80710|465|2583|36462|6453|126715|f
120|0|81759|406|2781|39957|6699|131622|f
3013|0|67276|347|2327|13|7665|77648|t
57|0|91610|271|2491|15|28255|122659|t
44|0|104105|765|2899|27|8478|116295|t
55|0|68256|2428|3331|44659|8975|127672|f
54|0|83363|432|3008|48804|9015|144661|f
74|0|92586|374|2655|24|9416|105088|t
58|0|83036|199|2024|59057|7068|151401|f
2429|0|72525|354|2230|11|16872|92015|t
61|0|83272|386|2699|50025|8842|145248|f
65|0|83154|457|2443|45372|8572|140020|f
2733|0|77834|544|2352|22|31352|112130|t
1809|0|83639|494|3143|23|8656|95989|t
44|0|83451|575|2444|64378|7626|158512|f
60|0|202702|2186|3736|28|500455|709145|t
78|0|155968|1540|3407|23|292415|453387|t
55478|0|356180|1203|3188|9|110954|471556|t
46|0|150253|150480|35420|10|199150|535362|t
90|0|102886|3338|3320|23|390470|500105|t
720|0|154300|371|2575|13|14592|171913|t
14208|0|152084|517|3147|24|14604|170403|t
3582|0|263279|603|2089|9|14499|280505|t
4578|0|164849|464|2306|17|15368|183030|t
40|0|177026|495|2805|33|16097|196481|t
71|0|159259|424|56914|21|13472|230115|t
82|0|151141|421|2558|16|14514|168671|t
906|0|407922|397|2588|27|14868|425825|t
79|0|182719|361|4536|19|60369|248026|t
73|0|117021|394|2789|15|13870|134131|t
1969|0|267463|341|1951|17|13375|283167|t
430|0|66973|1252|3307|11|25812|97389|t
57|0|161877|402|2840|14|43804|208960|t
76|0|129342|369|2270|12|13887|145899|t
1184|0|185292|346|2513|17|14035|202227|t
72|0|119737|388|2594|14|15803|138557|t
910|0|158425|439|3224|20|13505|175636|t
76|0|126808|420|2507|15|13055|142827|t
72|0|52201|404|2629|20|13718|68992|t
207|0|116302|1014|2643|14|14685|134685|t
65|0|49916|476|2510|16|18262|71209|t
82|0|49322|51856|3544|8|225100|329849|t
74|0|4431|389|3654|11|291313|299838|t
75|0|105829|424|3550|9|694682|804518|t
58|0|106124|1318|3735|7|193718|304922|t
59|0|76438|199689|3157|11|14495|293815|t
90|0|104110|2473|5624|21|201426|313690|t
56|0|101177|287|4176|13|104267|209943|t
46|0|54881|452|3573|9|99740|158684|t
52|0|101433|600|3522|11|100079|205668|t
55|0|3068|304|3313|9|98395|105116|t
62|0|101254|426|4006|10|101037|206757|t
39|0|67545|401|4295|13|97041|169317|t
75|0|44749|55208|3901|12|103494|207390|t
73|0|53103|432|6983|10|194887|255436|t
72|0|101364|887|4056|8|96371|202709|t
59|0|195490|483|3507|7|97983|297496|t
106|0|100610|1361|3180|21|95849|201057|t
68|0|200449|949|3993|8|201084|406517|t
102|0|298163|1449|3619|9|104372|407632|t
43|0|200928|1198|8439|8|294953|505544|t
63|0|5325|453|2675|15|5397|13884|t
65|0|374|383|2307|16|4998|8148|t
50|0|568|463|2671|28|5024|8779|t
54|0|488|387|2570|6|4937|8409|t
46|0|490|315|2524|15|6633|10010|t
57|0|510|577|2520|15|4470|8116|t
47|0|5664|445|2440|19|5191|13782|t
38729|0|39398|500|2997|8|5085|48015|t
85|0|6836|298|2633|18|5620|15423|t
49|0|7334|361|3351|6|5581|16657|t
94|0|5914|398|2527|16|5323|14245|t
57|0|174581|471|3026|24|6918|185041|t
58|0|150334|308|3312|6|6508|160488|t
51|0|197689|380|2526|15|7385|208017|t
57|0|145979|403|2386|23|6919|155733|t
60|0|195931|1150|3744|8|90872|291734|t
53|0|112391|77072|3176|10|8031|200706|t
87|0|201003|1175|3191|10|106833|312236|t
57|0|203106|372|3453|10|195436|402486|t
99|0|4589|447|3638|10|99373|108092|t
75|0|200793|10914|96452|19|202814|511033|t
10204|0|261430|680|3655|6|98804|364595|t
60|0|100348|341|3845|10|8748|113315|t
52|0|123359|408|78420|12|9962|212183|t
68|0|101688|406|3772|36311|67249|209449|f
69|0|100947|1351|2775|96187|208316|409598|f
46|0|89512|567|5519|92785|303643|492045|f
44|0|160008|376|41779|12|107783|309975|t
54|0|99725|380|2107|97957|310454|510644|f
624|0|97667|1132|4611|93076|18227|214733|f
53|0|193606|878|3105|11|99094|296723|t
55|0|94686|893|2970|124110|162516|385205|f
53|0|216818|341|2149|5|84070|303405|t
72|0|199908|645|3387|7|106738|310706|t
55|0|101333|2562|3537|92408|9779|209641|f
46|0|107639|445|2576|10|7939|118632|t
62|0|205886|3182|4129|7|204645|417895|t
98|0|96173|456|4032|95233|8166|204080|f
47|0|108932|263|2595|8|94344|206158|t
82|0|99090|305|3080|95669|8582|206751|f
61|0|102884|480|3515|8|105450|212375|t
52|0|48601|426|51233|38423|10975|149687|f
1590|0|56746|302|3479|17|45910|106486|t
54|0|116672|470|2040|16|10402|129626|t
7683|0|244350|371|2602|15|9897|257271|t
78|0|69423|371|2528|7|28698|101052|t
6283|0|379998|404|2453|15|8920|391834|t
75|0|98212|405|2265|13|9501|110416|t
5066|0|207510|370|2927|6|8512|219350|t
56|0|139174|420|3044|17|11795|154476|t
7455|0|208920|430|2443|21|9150|221005|t
71|0|139057|456|2505|16|8802|150867|t
2746|0|78757|424|2364|13|8983|90563|t
52|0|143389|461|3383|8|8893|156173|t
3892|0|116993|469|2867|24|10431|130808|t
81|0|134096|444|2637|21|10343|147564|t
1812|0|64184|407|2501|12|36143|103267|t
657|0|42116|442|2873|22|10138|55622|t
101|0|104669|384|2539|16|38089|145721|t
1880|0|56988|460|2830|15|9256|69613|t
82|0|109329|413|2290|15|9071|121146|t
2873|0|84569|625|3042|25|11107|99405|t
97|0|96866|470|2532|19|10048|109961|t
1607|0|54698|368|2641|8|9289|67024|t
71|0|144640|401|2559|18|9632|157273|t
7837|0|234739|348|2545|23|10227|247921|t
48|0|91756|419|3570|47|52153|147970|t
44|0|109853|382|3596|8|29017|142882|t
1612|0|60793|491|3696|14|13348|78366|t
55|0|215292|1175|3882|16|12300|232731|t
86|0|156020|424|2262|29|11318|170084|t
7543|0|339237|399|2265|12|11577|353517|t
70|0|200919|388|98429|18|104551|404332|t
84|0|99595|1198|3029|13|98560|202425|t
62|0|152339|341|2926|19|52657|208312|t
746|0|74623|406|2286|13|11419|88771|t
53|0|134088|377|2566|19|11306|148378|t
61|0|92699|413|2271|70769|12698|178874|f
633|0|68426|387|2214|6|49175|120233|t
64|0|93011|718|3541|72294|12808|182397|f
76|0|136714|608|2493|25|65978|205839|t
61|0|95150|339|2154|78298|12529|188505|f
926|0|101650|402|2742|27|10783|115625|t
43|0|115000|400|2226|5|11099|128753|t
802|0|70192|417|2477|14|11846|84974|t
160|0|111974|368|2229|91081|9339|215013|f
59|0|93715|476|3191|74728|9778|181915|f
49|0|115584|333|2655|17|11048|129659|t
59|0|93522|405|2542|80605|12763|189858|f
5980|0|314960|385|2689|14|10953|329035|t
54|0|116229|453|2505|16|17334|136562|t
73|0|95641|1868|31262|99351|27998|256141|f
46|0|187247|463|2249|14|11993|202024|t
50|0|95953|483|2250|81739|12589|193034|f
941|0|290233|474|2542|17|12205|305510|t
36|0|109854|456|2298|79633|84331|276592|f
82|0|97800|398|2527|81162|11346|193257|f
1393|0|154496|456|5357|13|46342|206688|t
65|0|137282|1789|4687|32|108463|252275|t
639|0|2592|323|2671|15|4681|10311|t
59|0|638|452|2621|15|5198|8944|t
817|0|2428|391|2281|13|4517|9651|t
394|0|3213|453|2537|21|4705|10955|t
59|0|13127|353|3089|7|8583|25181|t
442|0|12041|453|2587|12|7067|22186|t
50|0|16250|406|2890|21|6920|26511|t
1110|0|20020|384|2376|17|7048|29867|t
573|0|12233|415|2599|22|6461|21767|t
60|0|580|412|2937|26|8297|12281|t
856|0|4779|419|4822|15|6476|16534|t
72|0|4142|432|5141|13|8610|18363|t
51|0|7634|504|2608|13|5429|16253|t
375|0|6683|347|3348|13|4968|15381|t
62|0|4174|372|2622|17|6042|13262|t
65|0|7512|450|2471|23|5059|15536|t
548|0|5837|421|2712|13|4636|13645|t
69|0|6570|379|2523|20|4670|14183|t
65|0|8412|425|2897|8|6057|17824|t
361|0|5344|387|2903|8|5159|13851|t
89|0|7700|416|2473|62|5314|15985|t
44|0|11253|630|3261|24|5406|20606|t
424|0|8809|388|2540|15|5846|17624|t
999|0|13791|477|2619|14|5126|22046|t
64|0|11078|454|4192|15|9241|25021|t
284|0|10127|427|2546|16|5634|18772|t
792|0|10276|545|3008|19|5466|19441|t
92|0|10824|356|3822|22|5791|20837|t
762|0|12169|417|3113|17|7148|22886|t
62|0|6645|406|2548|15|6431|16070|t
1200|0|10618|403|2628|28|6766|20467|t
529|0|10916|470|2655|15|5695|19774|t
56|0|8559|463|2876|10|6076|18011|t
710|0|13048|492|2944|16|6126|22649|t
136|0|10854|399|2341|14|6914|20549|t
60|0|9237|399|2495|15|7168|19336|t
450|0|12653|432|2614|15|6799|22546|t
525|0|11436|407|2646|25|5433|19968|t
63|0|9128|426|2606|24|5522|17729|t
1248|0|18813|343|2463|14|6426|28078|t
351|0|11227|381|2474|17|6686|20807|t
1021|0|14087|506|2461|15|7087|24179|t
14598|0|24680|439|5531|6|7717|38398|t
497|0|21458|352|2674|12|7351|31874|t
45|0|82258|401|2846|41188|9259|135972|f
80|0|85434|442|2487|16|6097|94499|t
596|0|12913|356|2475|13|6486|22270|t
42|0|17700|357|2255|13|6119|26472|t
60|0|86646|386|2859|6|7316|97233|t
287|0|84156|405|2463|40997|9161|137217|f
53|0|83242|364|2248|38475|7931|132280|f
53|0|88396|404|2446|20|7509|98798|t
540|0|19447|408|2410|17|13610|35912|t
51|0|89582|242|2358|16|56687|148906|t
1091|0|33392|349|2862|30|7248|43899|t
87|0|84977|344|2907|18|7342|95607|t
45|0|22934|483|3307|9|7509|34266|t
52|0|82992|380|2411|41642|8653|136098|f
66|0|84825|313|1959|3|7829|94951|t
877|0|25641|421|2697|18|8043|36845|t
52|0|82982|386|1968|37110|8610|131080|f
1101|0|34471|354|2420|13|6041|43319|t
91|0|87954|479|3038|40230|10104|141833|f
209|0|21945|377|2532|19|8135|33026|t
61|0|87212|298|2028|17|8142|97718|t
42|0|90228|353|10909|38628|8913|149052|f
64|0|85472|389|1971|40566|8895|137312|f
227|0|24187|374|2438|17|6531|33565|t
33|0|83857|409|3581|37554|10320|135743|f
52|0|88461|1103|3489|15|12672|105761|t
126|0|84634|447|5787|38944|11202|141039|f
238|0|23158|395|5054|27|32866|61524|t
82|0|90280|445|2471|42271|9139|144648|f
835|0|35490|326|2837|12|7414|46096|t
52|0|83848|410|2881|40096|8955|136211|f
94|0|33375|601|2038|5|53453|89491|t
835|0|52993|367|2550|16|8653|64600|t
54|0|96876|366|3334|8|8829|109436|t
49|0|87230|397|3594|35915|7327|134488|f
142|0|93544|373|2571|34774|9226|140517|f
52|0|38916|423|2503|16|9089|50969|t
174|0|1352|411|3027|12|4484|9311|t
91|0|656|490|2843|16|5434|9463|t
72|0|511|456|2363|11|4820|8182|t
58|0|577|494|3554|142|5037|9825|t
1006|0|3595|496|2873|16|5290|12295|t
48|0|434|457|2376|9|4976|8273|t
47|0|1429|381|2491|12|4563|8900|t
386|0|2735|346|2727|17|4990|10855|t
74|0|809|418|2272|8|4571|8103|t
1258|0|4958|373|3000|10|5105|13468|t
502|0|4945|505|2312|13|5385|13182|t
13934|0|14824|406|3304|18|5433|24008|t
48|0|854|300|2768|13|5099|9054|t
42|0|4105|390|2636|14|5993|13155|t
15425|0|16379|398|2716|34|5994|25566|t
785|0|5107|327|2807|18|4678|12956|t
772|0|5508|424|2467|23|5908|14353|t
89|0|9926|351|2793|5|5990|19087|t
2449|0|8770|376|3435|9|6137|18752|t
615|0|5668|470|2402|15|5329|13909|t
46|0|9035|487|2195|17|6478|18234|t
763|0|6012|399|2620|17|5780|14844|t
402|0|5845|346|2487|11|5399|14110|t
44|0|10352|378|2390|22|5773|18934|t
868|0|9657|433|2596|25|5510|18244|t
48|0|4031|356|2811|13|6154|13386|t
58|0|6018|393|2805|55|5310|14602|t
784|0|8245|356|2426|7|6213|17267|t
15403|0|19297|364|2780|23|6457|28941|t
457|0|6212|464|2414|14|7320|16443|t
701|0|9126|346|2447|20|6471|18431|t
52|0|9283|300|1999|4|5798|17412|t
626|0|9104|341|3310|8|6503|19286|t
477|0|13276|324|3326|5|6057|23010|t
128|0|17449|442|2325|21|6368|26630|t
894|0|14772|461|2519|22|6804|24602|t
1305|0|25187|270|2353|16|7248|35095|t
57|0|14916|326|2348|16|6946|24588|t
537|0|14104|445|2658|8|6975|24215|t
795|0|31168|418|2831|7|8542|42988|t
52|0|90251|406|2507|16|6846|100050|t
69|0|29228|264|2595|17|7998|40125|t
66|0|92773|415|5351|46|12114|110726|t
61|0|24468|310|5024|22|13182|43026|t
583|0|27314|397|2360|3|7691|37786|t
55|0|96042|358|2871|6|7563|106858|t
53|0|30960|437|2697|25|7730|41869|t
46|0|98775|350|2650|18|12228|114052|t
91|0|88321|279|2519|38640|9680|139459|f
40|0|88979|353|2869|40966|9600|142802|f
56|0|89217|390|2354|39265|8816|140066|f
673|0|41003|387|2518|14|11040|54981|t
39|0|101826|319|2562|15|8862|113602|t
37|0|88504|357|2545|42809|43028|177266|f
64|0|87399|426|2950|36376|9101|136297|f
57|0|87621|304|2589|34994|8765|134298|f
89|0|97079|373|2750|17|9112|109372|t
52|0|33275|388|2776|15|8105|44589|t
41|0|86143|340|2451|35355|10851|135157|f
71|0|83671|310|2562|37879|12228|136675|f
46|0|31289|345|2659|27|8888|43229|t
63|0|99249|339|2446|16|8863|110943|t
47|0|86278|487|2643|36748|48190|174393|f
302|0|49035|382|2073|45228|9667|106411|f
545|0|39299|276|2540|18|8330|50486|t
76|0|83510|336|13949|59766|8722|166305|f
60|0|97239|357|2691|42210|9928|152446|f
54|0|102572|355|1984|23|9620|114578|t
537|0|44614|383|2152|19|9248|56457|t
116|0|62400|365|2544|42444|9843|117620|f
337|0|43513|302|2689|20|19659|66205|t
57|0|89061|312|2285|50696|9210|151588|f
66|0|87110|391|2998|45656|8967|145158|f
